cif;type;rmk;begin;end
00000172;PONTE;;2016-04-01 03:00:00;2035-12-31 00:00:00
00000173;GVI;;2016-04-01 03:00:00;2035-12-31 00:00:00
00000173;BEN;( FILHO NASCIDO EM 01/09/2016 );2017-08-23 03:00:00;2021-09-01 03:00:00
00000173;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-20 09:00:00;2020-04-20 10:40:00
00000173;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-20 11:20:00;2020-04-20 13:05:00
00000178;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-03 17:45:00;2020-04-03 18:55:00
00000178;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-09 13:10:00;2020-04-09 14:15:00
00000178;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-10 19:05:00;2020-04-10 20:10:00
00000181;E-CASADA;AUX ALEXANDRE OGAWA CIF 24228;2020-04-01 03:00:00;2020-04-30 03:00:00
00000182;E-CASADA;Escala Casada com CMTE MARCO CIF 83;2012-01-06 02:00:00;2034-12-31 03:00:00
00000185;FR-FIXA;DOMINGOS;2020-04-01 03:00:00;2020-05-31 03:00:00
00000187;FR-CASADA;Folgas Casadas com CMRA MARISTELLA CIF 3499;2011-06-01 03:00:00;2034-12-31 03:00:00
00000188;GVI;;2019-01-06 02:00:00;2035-12-31 00:00:00
00000189;GVI;;2019-10-01 03:00:00;2035-12-31 00:00:00
00000194;AMA;( OPCAO DE 01 FOLGA A MAIS POR SEMANA );2019-11-28 03:00:00;2020-05-28 03:00:00
00000197;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-06 01:15:00;2020-04-06 02:40:00
00000197;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-08 14:30:00;2020-04-08 17:20:00
00000197;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-08 18:00:00;2020-04-08 21:10:00
00000197;TROCA;;2020-04-30 03:00:00;2020-05-01 03:00:00
00000200;GVI;;2019-04-01 03:00:00;2035-12-31 00:00:00
00000214;GVI;;2016-04-01 03:00:00;2035-12-31 00:00:00
00000218;TROCA;;2020-04-04 03:00:00;2020-04-06 03:00:00
00000218;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-27 16:30:00;2020-04-27 17:50:00
00000218;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-27 18:20:00;2020-04-27 19:40:00
00000226;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-14 09:00:00;2020-04-14 10:45:00
00000226;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-16 01:15:00;2020-04-16 02:40:00
00000238;RESTRICAO;QUINTA SIMULADOR SAINDO AS 12:40;2020-03-01 03:00:00;2020-07-31 03:00:00
00000239;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-01 23:50:00;2020-04-02 00:50:00
00000310;GVI;;2016-04-01 03:00:00;2035-12-31 00:00:00
00000310;TROCA;;2020-04-17 03:00:00;2020-04-18 03:00:00
00000310;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-17 18:00:00;2020-04-17 19:45:00
00000310;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-17 20:25:00;2020-04-17 22:10:00
00000310;TROCA;;2020-04-20 03:00:00;2020-04-21 03:00:00
00000317;BEN;;2013-10-01 03:00:00;2026-01-01 02:59:00
00000329;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-01 09:35:00;2020-04-01 13:00:00
00000329;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-25 01:35:00;2020-04-25 03:20:00
00000331;RESTRICAO;Nao pode fazer simulador das 19:10 as segundas;2020-03-01 03:00:00;2020-04-30 03:00:00
00000333;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-03 02:15:00;2020-04-03 04:35:00
00000333;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-03 05:15:00;2020-04-03 11:20:00
00000337;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-06 01:15:00;2020-04-06 02:40:00
00000337;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-15 11:25:00;2020-04-15 12:45:00
00000347;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-08 01:15:00;2020-04-08 02:40:00
00000347;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-08 09:05:00;2020-04-08 10:35:00
00000347;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-08 11:15:00;2020-04-08 12:55:00
00000347;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-14 14:30:00;2020-04-14 17:20:00
00000347;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-14 18:00:00;2020-04-14 21:10:00
00000347;TROCA;;2020-04-17 03:00:00;2020-04-18 03:00:00
00000363;GVI;;2016-04-01 03:00:00;2035-12-31 00:00:00
00000369;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-04 18:00:00;2020-04-04 19:45:00
00000369;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-04 20:25:00;2020-04-04 22:10:00
00000386;SENIOR;;2020-03-01 03:00:00;2035-12-31 00:00:00
00000390;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-11 01:15:00;2020-04-11 02:40:00
00000393;TROCA;;2020-04-25 03:00:00;2020-04-26 03:00:00
00000401;FR-CASADA;AUX. ALEXANDRE RIBEIRO (CIF.22301);2016-09-01 03:00:00;2035-12-31 00:00:00
00000401;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-03 23:05:00;2020-04-04 00:55:00
00000401;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-04 01:35:00;2020-04-04 03:20:00
00000401;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-20 01:15:00;2020-04-20 02:40:00
00000408;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-01 07:10:00;2020-04-01 09:10:00
00000408;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-15 01:15:00;2020-04-15 02:40:00
00000414;GVI;;2016-04-01 03:00:00;2035-12-31 00:00:00
00000414;E-CASADA;AUX. SIDNEI CRISTOVAO (CIF.23312);2019-11-01 03:00:00;2035-12-31 00:00:00
00000417;SENIOR;;2020-03-01 03:00:00;2035-12-31 00:00:00
00000417;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-07 19:20:00;2020-04-07 23:00:00
00000417;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-09 10:50:00;2020-04-09 14:10:00
00000417;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-09 20:00:00;2020-04-09 23:25:00
00000420;GVI;;2016-04-01 03:00:00;2035-12-31 00:00:00
00000420;TROCA;;2020-04-17 03:00:00;2020-04-18 03:00:00
00000421;GVI;;2016-04-01 03:00:00;2035-12-31 00:00:00
00000421;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-02 14:05:00;2020-04-02 15:10:00
00000421;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-02 15:50:00;2020-04-02 17:00:00
00000422;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-01 20:55:00;2020-04-01 22:35:00
00000422;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-01 23:30:00;2020-04-02 01:10:00
00000422;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-02 01:55:00;2020-04-02 03:10:00
00000422;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-03 08:05:00;2020-04-03 09:20:00
00000422;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-03 10:00:00;2020-04-03 11:50:00
00000432;GVI;;2019-01-06 02:00:00;2035-12-31 00:00:00
00000432;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-01 18:20:00;2020-04-01 22:20:00
00000432;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-02 18:00:00;2020-04-02 19:45:00
00000432;TROCA;com romanholli;2020-04-15 03:00:00;2020-04-16 03:00:00
00000459;FR-FIXA;QUINTA-FEIRA;2020-03-05 03:00:00;2020-09-01 02:59:00
00000459;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-15 09:00:00;2020-04-15 10:45:00
00000471;GVI;;2016-04-01 03:00:00;2035-12-31 00:00:00
00000471;AMA;( OPCAO DE 01 FOLGA A MAIS POR SEMANA );2020-02-26 03:00:00;2020-08-26 03:00:00
00000479;GVI;;2017-08-01 03:00:00;2036-01-01 02:59:00
00000481;GVI;;2019-06-01 03:00:00;2035-12-31 00:00:00
00000481;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-01 09:10:00;2020-04-01 11:50:00
00000481;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-01 12:50:00;2020-04-01 15:55:00
00000481;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-02 14:30:00;2020-04-02 16:10:00
00000481;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-03 13:05:00;2020-04-03 14:40:00
00000481;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-03 16:25:00;2020-04-03 17:40:00
00000481;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-03 18:10:00;2020-04-03 19:25:00
00000481;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-14 23:15:00;2020-04-15 00:35:00
00000481;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-15 01:15:00;2020-04-15 02:35:00
00000496;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-01 20:50:00;2020-04-01 22:15:00
00000509;PONTE;;2018-01-01 02:00:00;2035-12-31 00:00:00
00000509;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-24 16:40:00;2020-04-24 17:40:00
00000509;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-24 20:40:00;2020-04-24 21:40:00
00000554;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-01 19:10:00;2020-04-01 20:30:00
00000554;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-01 21:50:00;2020-04-01 23:25:00
00000554;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-02 12:20:00;2020-04-02 14:10:00
00000571;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-10 09:00:00;2020-04-10 10:40:00
00000571;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-10 11:20:00;2020-04-10 13:05:00
00000571;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-16 09:05:00;2020-04-16 10:35:00
00000571;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-16 11:15:00;2020-04-16 12:55:00
00000572;GVI;;2016-04-01 03:00:00;2035-12-31 00:00:00
00000572;FR-CASADA;COP. FRANCESCATO (CIF.23432);2019-08-01 03:00:00;2035-12-31 00:00:00
00000572;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-01 05:15:00;2020-04-01 11:20:00
00000572;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-14 09:00:00;2020-04-14 10:45:00
00000573;PONTE;;2019-02-01 02:00:00;2035-12-31 00:00:00
00000573;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-01 18:50:00;2020-04-01 22:55:00
00000573;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-02 00:05:00;2020-04-02 01:05:00
00000587;RESTRICAO;folgas agrupadas;2013-09-01 03:00:00;2034-12-31 03:00:00
00000606;FR-CASADA;FOLGAS CASADAS COM A CHEFE DE CABINE FATIMA - CIF 128;2012-04-07 00:00:00;2034-12-31 00:00:00
00000615;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-04 16:30:00;2020-04-04 17:50:00
00000615;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-04 18:20:00;2020-04-04 19:40:00
00000616;RESTRICAO;01 VOO PARA ORLANDO NO PERIODO DE 01 ABR A 05ABR SE POSSIVEL COM CMT FORNECK ACD. CMT CLAUDIO FERREIRA EM 27022020;2020-04-01 03:00:00;2020-04-06 03:00:00
00000618;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-29 09:40:00;2020-04-29 11:00:00
00000621;GVI;acdo email renata freitas;2017-08-01 03:00:00;2035-12-31 00:00:00
00000621;FR-CASADA;CHC MELISSA BURMAS (CIF.2337);2020-01-02 03:00:00;2035-12-31 00:00:00
00000621;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-15 01:15:00;2020-04-15 02:40:00
00000625;GVI;;2019-04-01 03:00:00;2035-12-31 00:00:00
00000626;GVI;;2019-01-06 02:00:00;2035-12-31 00:00:00
00000626;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-02 02:00:00;2020-04-02 04:35:00
00000626;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-02 05:15:00;2020-04-02 11:20:00
00000626;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-13 01:15:00;2020-04-13 02:40:00
00000626;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-15 09:00:00;2020-04-15 10:40:00
00000626;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-15 11:20:00;2020-04-15 13:05:00
00000627;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-11 01:15:00;2020-04-11 02:40:00
00000628;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-08 09:05:00;2020-04-08 10:35:00
00000628;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-08 11:15:00;2020-04-08 12:55:00
00000628;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-14 14:30:00;2020-04-14 17:20:00
00000628;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-14 18:00:00;2020-04-14 21:10:00
00000629;GVI;;2018-11-01 03:00:00;2035-12-31 00:00:00
00000629;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-01 03:05:00;2020-04-01 08:30:00
00000633;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-14 09:05:00;2020-04-14 10:35:00
00000633;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-14 11:15:00;2020-04-14 12:55:00
00000633;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-21 01:15:00;2020-04-21 02:40:00
00000637;TROCA;;2020-04-01 03:00:00;2020-04-02 03:00:00
00000637;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-02 01:35:00;2020-04-02 07:10:00
00000637;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-07 16:30:00;2020-04-07 17:50:00
00000637;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-07 18:20:00;2020-04-07 19:40:00
00000637;TROCA;;2020-04-09 03:00:00;2020-04-10 03:00:00
00000638;PONTE;;2018-01-01 02:00:00;2035-12-31 00:00:00
00000639;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-15 20:25:00;2020-04-15 22:10:00
00000641;PONTE;;2017-12-01 02:00:00;2035-12-31 00:00:00
00000658;GVI;;2016-04-01 03:00:00;2035-12-31 00:00:00
00000664;BEN;( FILHO NASCIDO EM 15/06/2015 );2016-06-02 03:00:00;2020-06-15 03:00:00
00000666;FR-CASADA;Folgas Casadas com COP VALLADA CIF 2932;2011-03-01 03:00:00;2034-12-31 03:00:00
00000668;GVI;;2018-10-01 03:00:00;2035-12-31 00:00:00
00000672;GVI;acdo email renata freitas;2017-08-01 03:00:00;2035-12-31 00:00:00
00000672;BEN;;2018-05-01 03:00:00;2021-01-16 03:00:00
00000677;GVI;;2017-09-01 03:00:00;2035-12-31 00:00:00
00000677;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-01 23:55:00;2020-04-02 03:35:00
00000677;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-04 01:15:00;2020-04-04 02:40:00
00000677;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-04 09:00:00;2020-04-04 10:40:00
00000677;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-04 11:20:00;2020-04-04 13:05:00
00000677;TROCA;;2020-04-10 03:00:00;2020-04-11 03:00:00
00000677;TROCA;;2020-04-16 03:00:00;2020-04-17 03:00:00
00000677;TROCA;;2020-04-17 03:00:00;2020-04-18 03:00:00
00000677;TROCA;;2020-04-22 03:00:00;2020-04-24 03:00:00
00000677;TROCA;;2020-04-24 03:00:00;2020-04-25 03:00:00
00000678;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-15 09:00:00;2020-04-15 10:45:00
00000684;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-04 09:40:00;2020-04-04 11:00:00
00000684;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-09 09:35:00;2020-04-09 10:45:00
00000685;GVI;;2018-01-01 02:00:00;2035-12-31 00:00:00
00000685;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-06 01:15:00;2020-04-06 02:40:00
00000685;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-15 09:25:00;2020-04-15 10:40:00
00000686;BEN;;2013-10-01 03:00:00;2026-01-01 02:59:00
00000687;GVI;;2016-04-01 03:00:00;2035-12-31 00:00:00
00000687;RESTRICAO;DEP A NOITE DIA 08;2020-04-01 03:00:00;2020-04-30 03:00:00
00000687;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-01 19:10:00;2020-04-01 21:35:00
00000690;GVI;;2016-04-01 03:00:00;2035-12-31 00:00:00
00000690;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-01 18:30:00;2020-04-01 20:55:00
00000696;FR-CASADA;Folgas Casadas com COP MARCIO MIGUEIS CIF 1593;2011-03-01 03:00:00;2034-12-31 03:00:00
00000697;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-15 09:35:00;2020-04-15 10:45:00
00000698;GVI;;2019-01-06 02:00:00;2035-12-31 00:00:00
00000700;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-08 16:30:00;2020-04-08 17:50:00
00000700;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-08 18:20:00;2020-04-08 19:40:00
00000700;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-28 16:30:00;2020-04-28 17:50:00
00000700;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-28 18:20:00;2020-04-28 19:40:00
00000702;FR-CASADA;Folgas Casadas com CMTE ESDRAS CIF 1159;2011-03-01 03:00:00;2034-12-31 03:00:00
00000704;FR-CASADA;AUX. LIVIANE KORBES (CIF.10422);2017-08-01 03:00:00;2035-12-31 00:00:00
00000704;GVI;;2019-01-06 02:00:00;2035-12-31 00:00:00
00000704;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-28 14:20:00;2020-04-28 17:30:00
00000706;FR-CASADA;Folgas Casadas com CHC MAISA CRISTINA CIF 741;2011-03-01 03:00:00;2034-12-31 03:00:00
00000707;GVI;;2016-04-01 03:00:00;2035-12-31 00:00:00
00000707;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-02 00:45:00;2020-04-02 04:00:00
00000707;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-02 19:20:00;2020-04-02 23:00:00
00000707;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-09 01:15:00;2020-04-09 02:40:00
00000707;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-14 09:25:00;2020-04-14 10:40:00
00000708;GVI;;2016-04-01 03:00:00;2035-12-31 00:00:00
00000711;GVI;;2016-04-01 03:00:00;2035-12-31 00:00:00
00000711;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-02 05:45:00;2020-04-02 08:40:00
00000713;GVI;;2016-04-01 03:00:00;2035-12-31 00:00:00
00000713;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-25 01:35:00;2020-04-25 03:20:00
00000713;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-28 09:30:00;2020-04-28 10:30:00
00000713;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-28 16:40:00;2020-04-28 17:40:00
00000722;FR-CASADA;COP. GUILHERME SCHMITZ (CIF.25065);2017-03-01 03:00:00;2035-12-31 00:00:00
00000722;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-29 09:30:00;2020-04-29 10:30:00
00000722;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-29 17:10:00;2020-04-29 18:10:00
00000725;BEN;( FILHO NASCIDO EM 04/12/2015 );2016-11-20 02:00:00;2020-12-04 03:00:00
00000725;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-22 09:25:00;2020-04-22 10:40:00
00000725;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-29 15:50:00;2020-04-29 17:00:00
00000726;GVI;;2016-04-01 03:00:00;2035-12-31 00:00:00
00000726;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-30 13:05:00;2020-04-30 14:40:00
00000730;GVI;;2016-11-01 02:00:00;2035-12-31 00:00:00
00000732;GVI;;2019-01-06 02:00:00;2035-12-31 00:00:00
00000732;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-01 12:35:00;2020-04-01 13:50:00
00000733;GVI;;2016-04-01 03:00:00;2035-12-31 00:00:00
00000734;GVI;;2016-04-01 03:00:00;2035-12-31 00:00:00
00000734;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-01 09:00:00;2020-04-01 11:25:00
00000734;TROCA;TROCA ENTRE CHC RICARDO MELARI E CHC DANIEL;2020-04-16 03:00:00;2020-04-19 03:00:00
00000735;GVI;;2016-04-01 03:00:00;2035-12-31 00:00:00
00000735;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-01 20:20:00;2020-04-01 23:05:00
00000743;E-CASADA;Escala Casada com COP RICARDO CARDIA CIF 7632;2011-04-01 03:00:00;2034-12-31 03:00:00
00000743;GVI;;2016-08-01 03:00:00;2035-12-31 00:00:00
00000744;BENSHORT;( FILHO NASCIDO EM MAI/16 );2018-10-01 03:00:00;2021-05-31 03:00:00
00000747;E-CASADA;CMTE. LEONARDO OLIVEIRA (CIF.2125);2015-05-01 03:00:00;2034-12-31 03:00:00
00000748;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-14 01:15:00;2020-04-14 02:40:00
00000749;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-01 17:00:00;2020-04-01 18:40:00
00000749;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-14 01:15:00;2020-04-14 02:40:00
00000749;TROCA;;2020-04-17 03:00:00;2020-04-18 03:00:00
00000756;FR-CASADA;Folgas Casadas com AUX ENDERSON SANTOS CIF 3264;2011-03-01 03:00:00;2034-12-31 03:00:00
00000764;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-08 09:00:00;2020-04-08 10:45:00
00000764;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-16 20:10:00;2020-04-16 21:45:00
00000764;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-18 10:00:00;2020-04-18 11:40:00
00000764;CXDFLIGHT;generated by schedule import CXD Flight macro;2020-04-18 11:45:00;2020-04-18 13:30:00
00000784;GVI;;2016-04-01 03:00:00;2035-12-31 00:00:00
